AMC,schemeCode,schemeCategory,schemeSubCategory,schemeName,Plan,Option
Bank of India Investment Managers Private Limited,148981,Equity Scheme,Large Cap Fund,BANK OF INDIA LARGE CAP FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,148982,Equity Scheme,Large Cap Fund,BANK OF INDIA LARGE CAP FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,148983,Equity Scheme,Large Cap Fund,BANK OF INDIA LARGE CAP FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119369,Debt Scheme,Liquid Fund,BANK OF INDIA LIQUID FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,109254,Debt Scheme,Liquid Fund,BANK OF INDIA LIQUID FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,119364,Equity Scheme,Sectoral/ Thematic,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,112359,Equity Scheme,Sectoral/ Thematic,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,153728,Equity Scheme,Mid Cap Fund,Bank of India Mid Cap Fund - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,153729,Equity Scheme,Mid Cap Fund,Bank of India Mid Cap Fund - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,153726,Equity Scheme,Mid Cap Fund,Bank of India Mid Cap Fund - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,153727,Equity Scheme,Mid Cap Fund,Bank of India Mid Cap Fund - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,153294,Debt Scheme,Money Market Fund,Bank of India Money Market Fund - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,153293,Debt Scheme,Money Market Fund,Bank of India Money Market Fund - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,152396,Hybrid Scheme,Multi Asset Allocation,Bank of India Multi Asset Allocation Fund - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,152399,Hybrid Scheme,Multi Asset Allocation,Bank of India Multi Asset Allocation Fund - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,152398,Hybrid Scheme,Multi Asset Allocation,Bank of India Multi Asset Allocation Fund - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,152395,Hybrid Scheme,Multi Asset Allocation,Bank of India Multi Asset Allocation Fund - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,151443,Equity Scheme,Multi Cap Fund,BANK OF INDIA MULTI CAP FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,151444,Equity Scheme,Multi Cap Fund,BANK OF INDIA MULTI CAP FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,151445,Equity Scheme,Multi Cap Fund,BANK OF INDIA MULTI CAP FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,151446,Equity Scheme,Multi Cap Fund,BANK OF INDIA MULTI CAP FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,147951,Debt Scheme,Overnight Fund,BANK OF INDIA OVERNIGHT FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,147936,Debt Scheme,Overnight Fund,BANK OF INDIA OVERNIGHT FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,119382,Debt Scheme,Short Duration Fund,BANK OF INDIA SHORT TERM INCOME FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,111585,Debt Scheme,Short Duration Fund,BANK OF INDIA SHORT TERM INCOME FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,145678,Equity Scheme,Small Cap Fund,BANK OF INDIA SMALL CAP FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,145675,Equity Scheme,Small Cap Fund,BANK OF INDIA SMALL CAP FUND - Direct IDCW,Direct,IDCW
Bank of India Investment Managers Private Limited,145677,Equity Scheme,Small Cap Fund,BANK OF INDIA SMALL CAP FUND - Regular Growth,Regular,Growth
Bank of India Investment Managers Private Limited,145676,Equity Scheme,Small Cap Fund,BANK OF INDIA SMALL CAP FUND - Regular IDCW,Regular,IDCW
Bank of India Investment Managers Private Limited,119379,Debt Scheme,Ultra Short Duration Fund,BANK OF INDIA ULTRA SHORT DURATION FUND - Direct Growth,Direct,Growth
Bank of India Investment Managers Private Limited,109269,Debt Scheme,Ultra Short Duration Fund,BANK OF INDIA ULTRA SHORT DURATION FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150285,Other Scheme,FoF Overseas,Baroda BNP Paribas Aqua Fund of Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150287,Other Scheme,FoF Overseas,Baroda BNP Paribas Aqua Fund of Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150284,Other Scheme,FoF Overseas,Baroda BNP Paribas Aqua Fund of Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150286,Other Scheme,FoF Overseas,Baroda BNP Paribas Aqua Fund of Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,145396,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Baroda BNP Paribas Balanced Advantage Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,145397,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Baroda BNP Paribas Balanced Advantage Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,145387,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Baroda BNP Paribas Balanced Advantage Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,145389,Hybrid Scheme,Dynamic Asset Allocation or Balanced Advantage,Baroda BNP Paribas Balanced Advantage Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,119333,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Banking and Financial Services Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,117549,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Banking and Financial Services Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,153847,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Conglomerates Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,153845,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Conglomerates Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153844,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Conglomerates Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,153846,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Conglomerates Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,149141,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Cycle Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,149143,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Cycle Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,149140,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Cycle Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,149142,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Business Cycle Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153171,Solution Oriented Scheme,Children s Fund,Baroda BNP Paribas Children's Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,153168,Solution Oriented Scheme,Children s Fund,Baroda BNP Paribas Children's Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153170,Solution Oriented Scheme,Children s Fund,Baroda BNP Paribas Children's Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,153169,Solution Oriented Scheme,Children s Fund,Baroda BNP Paribas Children's Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150206,Hybrid Scheme,Conservative Hybrid Fund,BARODA BNP PARIBAS CONSERVATIVE HYBRID FUND - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150203,Hybrid Scheme,Conservative Hybrid Fund,BARODA BNP PARIBAS CONSERVATIVE HYBRID FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150237,Debt Scheme,Corporate Bond Fund,BARODA BNP PARIBAS CORPORATE BOND FUND - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,152810,Equity Scheme,Dividend Yield Fund,Baroda BNP Paribas Dividend Yield Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,152809,Equity Scheme,Dividend Yield Fund,Baroda BNP Paribas Dividend Yield Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,152807,Equity Scheme,Dividend Yield Fund,Baroda BNP Paribas Dividend Yield Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,152808,Equity Scheme,Dividend Yield Fund,Baroda BNP Paribas Dividend Yield Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150180,Debt Scheme,Dynamic Bond,Baroda BNP Paribas Dynamic Bond Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150159,Equity Scheme,ELSS,Baroda BNP Paribas ELSS Tax Saver Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150158,Equity Scheme,ELSS,Baroda BNP Paribas ELSS Tax Saver Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150156,Equity Scheme,ELSS,Baroda BNP Paribas ELSS Tax Saver Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150157,Equity Scheme,ELSS,Baroda BNP Paribas ELSS Tax Saver Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153225,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Energy Opportunities Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,153227,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Energy Opportunities Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153226,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Energy Opportunities Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,147496,Hybrid Scheme,Equity Savings,Baroda BNP Paribas Equity Savings Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,147498,Hybrid Scheme,Equity Savings,Baroda BNP Paribas Equity Savings Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,147494,Hybrid Scheme,Equity Savings,Baroda BNP Paribas Equity Savings Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,147495,Hybrid Scheme,Equity Savings,Baroda BNP Paribas Equity Savings Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150387,Equity Scheme,Flexi Cap Fund,Baroda BNP Paribas Flexi Cap Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150388,Equity Scheme,Flexi Cap Fund,Baroda BNP Paribas Flexi Cap Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150385,Equity Scheme,Flexi Cap Fund,Baroda BNP Paribas Flexi Cap Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150386,Equity Scheme,Flexi Cap Fund,Baroda BNP Paribas Flexi Cap Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150264,Equity Scheme,Focused Fund,Baroda BNP Paribas Focused Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150265,Equity Scheme,Focused Fund,Baroda BNP Paribas Focused Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150263,Equity Scheme,Focused Fund,Baroda BNP Paribas Focused Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150262,Equity Scheme,Focused Fund,Baroda BNP Paribas Focused Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,119341,Debt Scheme,Gilt Fund,BARODA BNP PARIBAS GILT FUND - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,119340,Debt Scheme,Gilt Fund,BARODA BNP PARIBAS GILT FUND - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,101187,Debt Scheme,Gilt Fund,BARODA BNP PARIBAS GILT FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,101188,Debt Scheme,Gilt Fund,BARODA BNP PARIBAS GILT FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153795,Other Scheme,FoF Domestic,Baroda BNP Paribas Gold ETF Fund of Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,153794,Other Scheme,FoF Domestic,Baroda BNP Paribas Gold ETF Fund of Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,153604,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Health and Wellness Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,153605,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Health and Wellness Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153602,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Health and Wellness Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,153607,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Health and Wellness Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153536,Other Scheme,FoF Domestic,Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,153540,Other Scheme,FoF Domestic,Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153541,Other Scheme,FoF Domestic,Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,153538,Other Scheme,FoF Domestic,Baroda BNP Paribas Income Plus Arbitrage Active Fund of Funds - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150266,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas India Consumption Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150269,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas India Consumption Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150268,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas India Consumption Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150267,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas India Consumption Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,152470,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Innovation Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,152471,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Innovation Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,152472,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Innovation Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,152473,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Innovation Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,148474,Equity Scheme,Large & Mid Cap Fund,Baroda BNP Paribas Large and Mid Cap fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,148475,Equity Scheme,Large & Mid Cap Fund,Baroda BNP Paribas Large and Mid Cap fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,148471,Equity Scheme,Large & Mid Cap Fund,Baroda BNP Paribas Large and Mid Cap fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,148472,Equity Scheme,Large & Mid Cap Fund,Baroda BNP Paribas Large and Mid Cap fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150187,Equity Scheme,Large Cap Fund,BARODA BNP PARIBAS LARGE CAP FUND - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150188,Equity Scheme,Large Cap Fund,BARODA BNP PARIBAS LARGE CAP FUND - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150185,Equity Scheme,Large Cap Fund,BARODA BNP PARIBAS LARGE CAP FUND - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150186,Equity Scheme,Large Cap Fund,BARODA BNP PARIBAS LARGE CAP FUND - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,120495,Debt Scheme,Liquid Fund,BARODA BNP PARIBAS LIQUID FUND - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150169,Debt Scheme,Low Duration Fund,BARODA BNP PARIBAS LOW DURATION FUND - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,152697,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Manufacturing Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,152698,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Manufacturing Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,152696,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Manufacturing Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,152699,Equity Scheme,Sectoral/ Thematic,Baroda BNP Paribas Manufacturing Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150212,Equity Scheme,Mid Cap Fund,Baroda BNP Paribas Mid Cap Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,150211,Equity Scheme,Mid Cap Fund,Baroda BNP Paribas Mid Cap Fund - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,150209,Equity Scheme,Mid Cap Fund,Baroda BNP Paribas Mid Cap Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,150210,Equity Scheme,Mid Cap Fund,Baroda BNP Paribas Mid Cap Fund - Regular IDCW,Regular,IDCW
Baroda BNP Paribas Asset Management India Private Limited,147377,Debt Scheme,Money Market Fund,Baroda BNP Paribas Money Market Fund - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,147382,Debt Scheme,Money Market Fund,Baroda BNP Paribas Money Market Fund - Regular Growth,Regular,Growth
Baroda BNP Paribas Asset Management India Private Limited,153552,Other Scheme,FoF Domestic,Baroda BNP Paribas Multi Asset Active Fund of Funds - Direct Growth,Direct,Growth
Baroda BNP Paribas Asset Management India Private Limited,153550,Other Scheme,FoF Domestic,Baroda BNP Paribas Multi Asset Active Fund of Funds - Direct IDCW,Direct,IDCW
Baroda BNP Paribas Asset Management India Private Limited,153548,Other Scheme,FoF Domestic,Baroda BNP Paribas Multi Asset Active Fund of Funds - Regular Growth,Regular,Growth
